Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region,Payment Method
10545,2024-03-27,Beauty Products,Cuisinart Griddler Deluxe,1,175.72,175.72,Europe,PayPal
10546,2024-03-16,Sports,The Catcher in the Rye by J.D. Salinger,2,27.78,55.56,Asia,Credit Card
10547,2024-07-08,Books,The Nightingale by Kristin Hannah,2,338.89,677.78,North America,Credit Card
10548,2024-06-02,Beauty Products,La Mer Crème de la Mer Moisturizer,1,103.47,103.47,Europe,Credit Card
10549,2024-08-26,Clothing,Sunday Riley Luna Sleeping Night Oil,2,599.37,1198.74,Asia,Credit Card
10550,2024-06-01,Beauty Products,Sunday Riley Good Genes,2,76.45,152.9,Asia,Credit Card
10551,2024-07-07,Electronics,Canon EOS Rebel T7i DSLR Camera,2,500.06,1000.12,Europe,PayPal
10552,2024-02-01,Home Appliances,Garmin Forerunner 945,5,57.06,285.3,Europe,Credit Card
10553,2024-07-20,Home Appliances,YETI Tundra 65 Cooler,2,487.33,974.66,North America,Credit Card
10554,2024-08-05,Clothing,Apple MacBook Pro 16-inch,2,937.46,1874.92,Asia,Debit Card
10555,2024-06-26,Clothing,The Road by Cormac McCarthy,3,293.02,879.06,Europe,PayPal
10556,2024-02-08,Books,Pride and Prejudice by Jane Austen,1,305.26,305.26,Europe,Credit Card
10557,2024-03-05,Clothing,Drunk Elephant C-Firma Day Serum,4,195.29,781.16,North America,Credit Card
10558,2024-01-04,Electronics,Blueair Classic 480i,1,244.92,244.92,Europe,Credit Card
10559,2024-02-14,Sports,Glossier Boy Brow,1,52.71,52.71,Asia,Credit Card
10560,2024-04-06,Sports,Ring Video Doorbell,3,9.26,27.78,North America,Credit Card
10561,2024-03-10,Beauty Products,The Alchemist by Paulo Coelho,2,411.87,823.74,Asia,Credit Card
10562,2024-07-03,Clothing,Caudalie Vinoperfect Radiance Serum,1,69.77,69.77,Asia,Debit Card
10563,2024-06-27,Books,Keurig K-Mini Coffee Maker,3,232.7,698.0999999999999,Europe,Debit Card
10564,2024-06-22,Home Appliances,The Great Alone by Kristin Hannah,2,183.24,366.48,Europe,PayPal
10565,2024-06-14,Books,The Road by Cormac McCarthy,2,198.19,396.38,Europe,PayPal
10566,2024-05-02,Books,Lululemon Align Leggings,2,154.44,308.88,North America,Credit Card
10567,2024-02-21,Sports,Hyperice Hypervolt Massager,1,292.05,292.05,North America,Credit Card
10568,2024-08-19,Clothing,Breville Smart Coffee Grinder Pro,2,9.1,18.2,North America,Credit Card
10569,2024-08-07,Sports,Old Navy Mid-Rise Rockstar Super Skinny Jeans,1,9.52,9.52,Europe,Debit Card
10570,2024-03-05,Books,Keurig K-Elite Coffee Maker,3,25.59,76.77,Asia,PayPal
10571,2024-08-02,Sports,Nespresso Vertuo Next Coffee and Espresso Maker,1,39.41,39.41,Asia,Debit Card
10572,2024-01-20,Clothing,Keurig K-Elite Coffee Maker,3,383.01,1149.03,North America,Credit Card
10573,2024-02-12,Sports,Sony WH-1000XM4 Headphones,2,145.16,290.32,Asia,PayPal
10574,2024-08-02,Sports,The Nightingale by Kristin Hannah,2,168.03,336.06,Asia,PayPal
10575,2024-01-29,Clothing,HP Spectre x360 Laptop,1,149.89,149.89,Europe,Credit Card
10576,2024-05-09,Beauty Products,The Alchemist by Paulo Coelho,2,91.18,182.36,Europe,Credit Card
10577,2024-03-27,Sports,Adidas Originals Superstar Sneakers,2,22.59,45.18,North America,Credit Card
10578,2024-01-14,Sports,Blueair Classic 480i,6,9.37,56.22,Asia,Credit Card
10579,2024-03-06,Books,Garmin Fenix 6X Pro,4,223.25,893.0,Europe,Debit Card
10580,2024-02-07,Sports,Yeti Rambler Tumbler,3,6.72,20.16,Asia,PayPal
10581,2024-07-29,Home Appliances,Nike Tempo Running Shorts,5,267.38,1336.9,Asia,PayPal
10582,2024-02-17,Home Appliances,Olay Regenerist Face Cream,1,879.04,879.04,North America,Credit Card
10583,2024-04-23,Electronics,Logitech MX Master 3 Mouse,2,830.53,1661.06,North America,Credit Card
10584,2024-05-19,Sports,The Martian by Andy Weir,5,10.68,53.4,Asia,PayPal
10585,2024-05-16,Clothing,Apple MacBook Air,3,56.3,168.89999999999998,Asia,Debit Card
10586,2024-05-12,Clothing,YETI Hopper Flip Portable Cooler,3,240.2,720.5999999999999,North America,Credit Card
10587,2024-07-16,Books,Philips Sonicare DiamondClean Toothbrush,1,58.4,58.4,North America,Credit Card
10588,2024-03-07,Sports,Nike Metcon 6,1,94.21,94.21,Asia,Credit Card
10589,2024-08-11,Home Appliances,Caudalie Vinoperfect Radiance Serum,1,47.58,47.58,North America,Debit Card
10590,2024-06-25,Books,Breville Smart Coffee Grinder Pro,4,221.75,887.0,Europe,Credit Card
10591,2024-04-16,Home Appliances,Cuisinart Griddler Deluxe,3,144.59,433.77,Asia,PayPal
10592,2024-06-08,Sports,The Girl on the Train by Paula Hawkins,1,74.25,74.25,Asia,Credit Card
10593,2024-01-22,Beauty Products,Dune by Frank Herbert,3,75.99,227.96999999999997,North America,PayPal
10594,2024-07-30,Clothing,Hydro Flask Standard Mouth Water Bottle,1,9.44,9.44,Europe,Credit Card
10595,2024-08-13,Beauty Products,Logitech G Pro X Wireless Gaming Headset,4,11.4,45.6,Asia,Credit Card
10596,2024-07-15,Home Appliances,Adidas Ultraboost Running Shoes,2,752.38,1504.76,Asia,Debit Card
10597,2024-08-11,Books,The Great Alone by Kristin Hannah,3,164.6,493.79999999999995,North America,Credit Card
10598,2024-06-12,Beauty Products,Under Armour Tech 2.0 T-Shirt,3,7.0,21.0,Asia,Debit Card
10599,2024-04-14,Books,CeraVe Hydrating Facial Cleanser,2,585.67,1171.34,North America,Credit Card
10600,2024-05-17,Electronics,The Night Circus by Erin Morgenstern,2,1333.4,2666.8,North America,Credit Card
10601,2024-07-05,Clothing,TRX All-in-One Suspension Training System,3,95.16,285.48,North America,Debit Card
10602,2024-02-07,Sports,Logitech MX Master 3 Mouse,3,55.46,166.38,Europe,Credit Card
10603,2024-04-18,Home Appliances,Adidas Essential Track Pants,1,6.52,6.52,Europe,Debit Card
10604,2024-03-14,Beauty Products,Garmin Edge 530,2,19.88,39.76,Europe,PayPal
10605,2024-04-27,Clothing,YETI Hopper Flip Portable Cooler,1,23.92,23.92,Europe,Debit Card
10606,2024-08-19,Books,YETI Tundra 65 Cooler,1,33.65,33.65,Europe,Credit Card
10607,2024-08-22,Clothing,Fresh Sugar Lip Treatment,2,745.32,1490.64,Europe,PayPal
10608,2024-06-09,Sports,Gap 1969 Original Fit Jeans,2,8.18,16.36,Asia,Credit Card
10609,2024-01-31,Sports,Manduka PRO Yoga Mat,1,9.18,9.18,Europe,Credit Card
10610,2024-08-14,Clothing,Lululemon Wunder Under High-Rise Leggings,2,100.07,200.14,North America,PayPal
10611,2024-07-15,Home Appliances,Tom Ford Black Orchid Perfume,2,748.95,1497.9,Europe,Credit Card
10612,2024-04-22,Electronics,H&M Slim Fit Jeans,1,332.91,332.91,North America,PayPal
10613,2024-05-20,Books,Sunday Riley Good Genes,1,80.2,80.2,Asia,PayPal
10614,2024-04-22,Electronics,The Power of Habit by Charles Duhigg,2,192.82,385.64,Europe,PayPal
10615,2024-07-09,Books,TRX All-in-One Suspension Training System,1,13.45,13.45,Europe,Debit Card
10616,2024-03-11,Home Appliances,Breville Smart Oven,2,608.62,1217.24,Europe,PayPal
10617,2024-04-17,Books,Becoming by Michelle Obama,3,158.2,474.59999999999997,North America,Credit Card
10618,2024-02-05,Beauty Products,MAC Ruby Woo Lipstick,1,19.27,19.27,Asia,PayPal
10619,2024-07-12,Beauty Products,Canon EOS Rebel T7i DSLR Camera,2,658.63,1317.26,Europe,PayPal
10620,2024-01-20,Clothing,Dune by Frank Herbert,1,34.87,34.87,North America,Credit Card
10621,2024-04-24,Beauty Products,Bose SoundSport Wireless Earbuds,4,161.64,646.56,Europe,PayPal
10622,2024-04-09,Electronics,Anastasia Beverly Hills Brow Wiz,3,731.15,2193.45,North America,Credit Card
10623,2024-05-26,Clothing,Paula's Choice Skin Perfecting 2% BHA Liquid Exfoliant,1,330.35,330.35,Asia,PayPal
10624,2024-07-11,Books,Crock-Pot 6-Quart Slow Cooker,3,176.33,528.99,Asia,PayPal
10625,2024-02-24,Sports,The Catcher in the Rye by J.D. Salinger,1,25.81,25.81,Asia,Credit Card
10626,2024-08-21,Books,The Handmaid's Tale by Margaret Atwood,5,54.32,271.6,Europe,PayPal
10627,2024-04-11,Home Appliances,Dyson Pure Cool Link,1,70.69,70.69,North America,PayPal
10628,2024-02-22,Home Appliances,Becoming by Michelle Obama,2,348.27,696.54,North America,Credit Card
10629,2024-06-20,Clothing,The Ordinary Hyaluronic Acid Serum,4,102.52,410.08,Europe,PayPal
10630,2024-03-03,Electronics,HP Spectre x360 Laptop,2,232.71,465.42,North America,PayPal
10631,2024-06-02,Books,Uniqlo Airism Mesh Boxer Briefs,1,254.68,254.68,Asia,Debit Card
10632,2024-04-03,Beauty Products,Apple iPad Air,1,165.23,165.23,Europe,Credit Card
10633,2024-08-09,Electronics,Logitech G Pro X Wireless Gaming Headset,1,65.01,65.01,Europe,Debit Card
10634,2024-07-03,Sports,Sonos Beam Soundbar,1,133.33,133.33,Europe,Credit Card
10635,2024-06-15,Books,Nike Sportswear Club Fleece Hoodie,3,129.19,387.57,North America,Credit Card
10636,2024-05-26,Books,Paula's Choice Skin Perfecting 2% BHA Liquid Exfoliant,4,6.54,26.16,North America,Debit Card
10637,2024-08-02,Home Appliances,Tom Ford Black Orchid Perfume,2,32.27,64.54,North America,Debit Card
10638,2024-03-02,Clothing,HP Spectre x360 Laptop,2,156.2,312.4,Europe,Debit Card
10639,2024-06-16,Books,The Art of War by Sun Tzu,1,173.04,173.04,North America,PayPal
10640,2024-07-25,Books,Glossier Cloud Paint,4,342.31,1369.24,Asia,Debit Card
10641,2024-07-14,Books,The Road by Cormac McCarthy,1,25.83,25.83,North America,Credit Card
10642,2024-06-14,Beauty Products,Samsung Odyssey G7 Gaming Monitor,1,126.58,126.58,North America,Credit Card
10643,2024-03-19,Books,Nike Air Zoom Pegasus 37,4,36.15,144.6,Asia,Credit Card
10644,2024-05-13,Electronics,Laneige Water Sleeping Mask,3,36.36,109.08,North America,Credit Card
10645,2024-06-20,Electronics,Uniqlo Airism Mesh Boxer Briefs,3,106.41,319.23,Europe,Credit Card
10646,2024-08-01,Sports,Champion Reverse Weave Hoodie,4,8.79,35.16,Europe,PayPal
10647,2024-03-13,Beauty Products,The Power of Habit by Charles Duhigg,5,63.44,317.2,Asia,Debit Card
10648,2024-03-02,Books,HP Spectre x360 Laptop,4,144.49,577.96,Asia,PayPal
10649,2024-01-19,Books,Dyson Supersonic Hair Dryer,1,548.38,548.38,Asia,PayPal
10650,2024-05-31,Home Appliances,Uniqlo Airism Mesh Boxer Briefs,1,1099.21,1099.21,North America,Credit Card
10651,2024-05-30,Beauty Products,Logitech MX Master 3 Mouse,4,7.33,29.32,Europe,Credit Card
10652,2024-05-24,Books,Gap Essential Crewneck T-Shirt,2,114.54,229.08,Asia,PayPal
10653,2024-08-11,Books,The Road by Cormac McCarthy,2,13.84,27.68,North America,Credit Card
10654,2024-04-04,Beauty Products,Fitbit Versa 3,1,79.01,79.01,Europe,Credit Card
10655,2024-04-10,Electronics,Kindle Paperwhite,2,386.97,773.94,North America,PayPal
10656,2024-02-11,Clothing,Fitbit Charge 5,2,209.18,418.36,North America,Credit Card
10657,2024-08-14,Home Appliances,Amazon Echo Dot (4th Gen),3,358.81,1076.43,Europe,PayPal
10658,2024-07-16,Electronics,Breville Nespresso Creatista Plus,6,20.84,125.03999999999999,North America,Credit Card
10659,2024-02-04,Electronics,Apple Watch Series 8,1,1840.38,1840.38,North America,PayPal
10660,2024-03-16,Beauty Products,Calvin Klein Boxer Briefs,1,99.32,99.32,Asia,Debit Card
10661,2024-08-04,Books,YETI Tundra 65 Cooler,1,37.66,37.66,Asia,Credit Card
10662,2024-08-15,Books,Nespresso Vertuo Next Coffee and Espresso Maker,3,50.77,152.31,Europe,Debit Card
10663,2024-02-03,Home Appliances,Anastasia Beverly Hills Brow Wiz,2,115.54,231.08,North America,Credit Card
10664,2024-06-16,Home Appliances,Nike Dri-FIT Training Shorts,1,271.52,271.52,North America,Credit Card
10665,2024-07-07,Electronics,Sapiens: A Brief History of Humankind by Yuval Noah Harari,2,195.25,390.5,North America,PayPal
10666,2024-07-06,Sports,Oakley Holbrook Sunglasses,1,58.71,58.71,Asia,PayPal
10667,2024-08-12,Books,Anova Precision Oven,2,63.58,127.16,Europe,Credit Card
10668,2024-06-29,Beauty Products,Instant Pot Ultra,2,7.15,14.3,North America,Debit Card
10669,2024-04-27,Electronics,De'Longhi Magnifica Espresso Machine,2,580.54,1161.08,North America,Debit Card
10670,2024-06-29,Clothing,Levi's 511 Slim Fit Jeans,2,422.08,844.16,Europe,Credit Card
10671,2024-08-19,Beauty Products,Nike Air Force 1 Sneakers,1,79.4,79.4,North America,PayPal
10672,2024-08-10,Sports,The Girl with the Dragon Tattoo by Stieg Larsson,1,15.15,15.15,Asia,Credit Card
10673,2024-01-23,Electronics,Manduka PRO Yoga Mat,1,47.54,47.54,North America,PayPal
10674,2024-05-11,Sports,Google Nest Hub Max,3,30.84,92.52,Asia,PayPal
10675,2024-05-11,Sports,Microsoft Surface Laptop 4,1,95.1,95.1,Asia,PayPal
10676,2024-04-25,Sports,Canon EOS R5 Camera,1,64.9,64.9,Europe,Credit Card
10677,2024-01-28,Books,Instant Pot Duo,4,19.9,79.6,Asia,Credit Card
10678,2024-05-03,Clothing,Fenty Beauty Killawatt Highlighter,2,33.2,66.4,North America,PayPal
10679,2024-07-05,Electronics,The Ordinary Hyaluronic Acid Serum,1,782.82,782.82,North America,Credit Card
10680,2024-05-27,Sports,Amazon Fire TV Stick 4K,2,18.35,36.7,Europe,Credit Card
10681,2024-04-22,Beauty Products,Vitamix Explorian Blender,2,147.57,295.14,Asia,Debit Card
10682,2024-06-24,Books,Charlotte Tilbury Magic Cream,2,78.69,157.38,North America,Credit Card
10683,2024-02-02,Home Appliances,L'Oreal Revitalift Serum,1,50.15,50.15,Europe,Credit Card
10684,2024-03-23,Beauty Products,Ring Video Doorbell,2,153.47,306.94,Asia,Credit Card
10685,2024-03-11,Electronics,Tommy Hilfiger Polo Shirt,5,7.13,35.65,Europe,PayPal
10686,2024-05-08,Electronics,Biore UV Aqua Rich Watery Essence Sunscreen,2,71.89,143.78,Europe,Credit Card
10687,2024-05-02,Electronics,Instant Pot Duo Crisp,1,99.59,99.59,North America,Credit Card
10688,2024-07-02,Books,Breville Smart Coffee Grinder Pro,3,238.91,716.73,Asia,PayPal
10689,2024-01-05,Clothing,Neutrogena Skincare Set,2,161.1,322.2,North America,Credit Card
10690,2024-05-08,Electronics,Adidas Originals Superstar Sneakers,1,23.34,23.34,North America,Debit Card
10691,2024-05-31,Books,Tatcha The Water Cream,1,357.06,357.06,North America,Credit Card
10692,2024-08-17,Sports,Yeti Tundra Haul Portable Wheeled Cooler,2,17.37,34.74,Europe,Credit Card
10693,2024-06-04,Electronics,Gap High Rise Skinny Jeans,3,284.15,852.4499999999999,North America,PayPal
10694,2024-07-19,Books,The Hunger Games by Suzanne Collins,1,97.2,97.2,Europe,Credit Card
10695,2024-02-23,Sports,Vitamix Explorian Blender,6,16.84,101.03999999999999,Europe,Credit Card
10696,2024-01-22,Beauty Products,Olay Regenerist Face Cream,1,15.69,15.69,Asia,Debit Card
10697,2024-05-16,Clothing,TriggerPoint GRID Foam Roller,3,25.15,75.44999999999999,Europe,Credit Card
10698,2024-01-10,Home Appliances,Wilson Evolution Basketball,1,683.34,683.34,Europe,PayPal
10699,2024-03-03,Clothing,Calvin Klein Boxer Briefs,2,348.41,696.82,Asia,Credit Card
10700,2024-07-22,Home Appliances,Dr. Jart+ Cicapair Tiger Grass Color Correcting Treatment,2,637.18,1274.36,North America,Debit Card
10701,2024-04-20,Books,Estee Lauder Advanced Night Repair,2,14.53,29.06,North America,PayPal
10702,2024-07-28,Books,Samsung Galaxy Watch 4,1,285.79,285.79,Europe,Credit Card
10703,2024-03-04,Clothing,Hyperice Hypervolt Massager,1,125.9,125.9,Asia,Debit Card
10704,2024-05-17,Beauty Products,Amazon Echo Show 10,3,179.93,539.79,Asia,PayPal
10705,2024-02-07,Electronics,Panasonic NN-SN966S Microwave,1,459.54,459.54,North America,PayPal
10706,2024-08-18,Home Appliances,Tarte Shape Tape Concealer,2,362.09,724.18,North America,Credit Card
10707,2024-06-04,Electronics,Under Armour HOVR Sonic 4 Shoes,2,405.12,810.24,North America,PayPal
10708,2024-05-07,Electronics,The Four Agreements by Don Miguel Ruiz,3,525.59,1576.77,North America,Credit Card
10709,2024-04-02,Electronics,Sunday Riley Good Genes,3,15.04,45.12,North America,Credit Card
10710,2024-02-29,Books,Roomba i7+,6,15.3,91.80000000000001,Asia,Debit Card
10711,2024-08-06,Sports,Apple TV 4K,1,7.26,7.26,Asia,Credit Card
10712,2024-07-12,Sports,Champion Reverse Weave Hoodie,2,249.71,499.42,Europe,Credit Card
10713,2024-08-11,Books,Philips Sonicare DiamondClean Toothbrush,1,83.97,83.97,Europe,Credit Card
10714,2024-02-19,Sports,Clinique Moisture Surge,1,7.76,7.76,North America,PayPal
10715,2024-03-14,Clothing,Samsung QLED 4K TV,1,148.03,148.03,Europe,PayPal
10716,2024-02-26,Clothing,Drunk Elephant C-Firma Day Serum,1,20.15,20.15,Europe,PayPal
10717,2024-03-02,Home Appliances,Adidas Ultraboost Shoes,2,1210.21,2420.42,Asia,PayPal
10718,2024-03-25,Books,KitchenAid Artisan Stand Mixer,1,288.4,288.4,Asia,Credit Card
10719,2024-01-08,Home Appliances,Nike Air Zoom Pegasus 37,4,26.73,106.92,Europe,Credit Card
10720,2024-03-18,Home Appliances,Canon EOS R5 Camera,6,379.0,2274.0,Asia,Credit Card
10721,2024-03-22,Electronics,Ring Video Doorbell,1,1357.38,1357.38,Europe,PayPal
10722,2024-07-05,Clothing,The Road by Cormac McCarthy,2,899.28,1798.56,Asia,Credit Card
10723,2024-07-01,Home Appliances,Youth to the People Superfood Antioxidant Cleanser,4,164.78,659.12,North America,Credit Card
10724,2024-05-20,Sports,Bowflex SelectTech 1090 Adjustable Dumbbells,1,16.46,16.46,Europe,Credit Card
10725,2024-05-07,Home Appliances,Clinique Dramatically Different Moisturizing Lotion,1,170.75,170.75,Europe,PayPal
10726,2024-05-12,Beauty Products,Keurig K-Mini Coffee Maker,4,59.11,236.44,Asia,Debit Card
10727,2024-05-24,Sports,Laneige Water Sleeping Mask,1,9.97,9.97,Asia,Credit Card
10728,2024-06-29,Sports,Tom Ford Black Orchid Perfume,4,6.5,26.0,Europe,PayPal
10729,2024-06-05,Home Appliances,Yeti Roadie 24 Cooler,2,226.63,453.26,North America,Debit Card
10730,2024-05-19,Clothing,Apple MacBook Air,1,438.71,438.71,Europe,PayPal
10731,2024-06-29,Home Appliances,Crock-Pot 6-Quart Slow Cooker,3,102.06,306.18,North America,PayPal
10732,2024-01-04,Electronics,Keurig K-Elite Coffee Maker,1,18.18,18.18,Europe,Credit Card
10733,2024-08-13,Sports,Nike Air Force 1 Sneakers,2,83.51,167.02,Asia,Debit Card
10734,2024-04-21,Sports,Google Pixel 6 Pro,6,24.34,146.04,Europe,Credit Card
10735,2024-04-23,Clothing,Tatcha The Water Cream,5,289.89,1449.4499999999998,Europe,Credit Card
10736,2024-04-08,Home Appliances,Adidas Essential Track Pants,1,16.17,16.17,Asia,Debit Card
10737,2024-01-27,Books,Babolat Pure Drive Tennis Racket,1,274.44,274.44,Europe,PayPal
10738,2024-04-23,Books,Sony PlayStation 5,2,157.35,314.7,North America,PayPal
10739,2024-01-17,Electronics,Roomba i7+,6,322.17,1933.02,North America,Credit Card
10740,2024-02-21,Sports,Panasonic NN-SN966S Microwave,2,521.36,1042.72,North America,PayPal
10741,2024-03-12,Electronics,Peloton Bike,3,171.59,514.77,Asia,PayPal
10742,2024-04-22,Beauty Products,Bowflex SelectTech 552 Dumbbells,2,71.17,142.34,Asia,Credit Card
10743,2024-04-28,Home Appliances,KitchenAid Artisan Stand Mixer,2,48.45,96.9,Europe,Credit Card
10744,2024-01-28,Electronics,Apple Watch Series 8,3,429.12,1287.3600000000001,North America,PayPal
10745,2024-01-07,Sports,Nike Air Force 1,1,497.24,497.24,Asia,PayPal
10746,2024-07-28,Electronics,The Great Alone by Kristin Hannah,3,219.91,659.73,Europe,PayPal
10747,2024-06-04,Books,Oakley Holbrook Sunglasses,2,7.94,15.88,Asia,Debit Card
10748,2024-01-01,Electronics,Dyson V11 Vacuum,3,341.23,1023.69,Asia,PayPal
10749,2024-06-15,Beauty Products,iRobot Braava Jet M6,4,240.75,963.0,Asia,PayPal
10750,2024-06-14,Home Appliances,TRX All-in-One Suspension Training System,2,145.26,290.52,Europe,Debit Card
10751,2024-06-15,Clothing,Anova Precision Cooker,4,121.81,487.24,Europe,Credit Card
10752,2024-03-21,Electronics,Lancome La Vie Est Belle,3,1585.3,4755.9,Asia,Debit Card
10753,2024-06-02,Clothing,Polar Vantage V2,1,17.77,17.77,North America,Credit Card
10754,2024-05-14,Books,Garmin Forerunner 245,4,10.66,42.64,Europe,PayPal
10755,2024-04-14,Clothing,YETI Tundra 45 Cooler,2,41.46,82.92,North America,Credit Card
10756,2024-07-15,Beauty Products,Lululemon Wunder Under High-Rise Leggings,4,7.05,28.2,Europe,PayPal
10757,2024-01-29,Clothing,Dune by Frank Herbert,1,567.53,567.53,North America,Credit Card
10758,2024-07-15,Beauty Products,Instant Pot Duo Nova,3,25.61,76.83,Europe,Credit Card
10759,2024-06-06,Books,Neutrogena Hydro Boost Water Gel,3,421.43,1264.29,Europe,PayPal
10760,2024-07-13,Home Appliances,Uniqlo Airism Mesh Boxer Briefs,3,251.52,754.5600000000001,Asia,PayPal
10761,2024-06-09,Sports,Adidas 3-Stripes Shorts,3,334.69,1004.0699999999999,North America,Credit Card
10762,2024-01-09,Sports,Garmin Forerunner 945,1,6.51,6.51,Asia,Credit Card
10763,2024-08-20,Books,Nespresso Vertuo Next Coffee and Espresso Maker,3,26.92,80.76,Europe,PayPal
10764,2024-01-11,Home Appliances,Wilson Evolution Basketball,1,444.05,444.05,Asia,Credit Card
10765,2024-05-04,Home Appliances,The Four Agreements by Don Miguel Ruiz,1,153.81,153.81,North America,Credit Card
10766,2024-07-13,Home Appliances,Gap 1969 Original Fit Jeans,1,463.82,463.82,Asia,Debit Card
10767,2024-08-14,Books,Paula's Choice Skin Perfecting 2% BHA Liquid Exfoliant,1,208.23,208.23,Europe,Credit Card
10768,2024-02-21,Books,Hanes ComfortSoft T-Shirt,1,11.32,11.32,Asia,Credit Card
10769,2024-01-09,Electronics,Keurig K-Elite Coffee Maker,4,106.73,426.92,Europe,Debit Card
10770,2024-02-17,Home Appliances,To Kill a Mockingbird by Harper Lee,1,315.92,315.92,Asia,Debit Card
10771,2024-02-11,Sports,Calvin Klein Boxer Briefs,3,8.22,24.660000000000004,Asia,PayPal
10772,2024-07-15,Sports,Dr. Jart+ Cicapair Tiger Grass Color Correcting Treatment,3,289.95,869.8499999999999,Europe,Credit Card
10773,2024-07-26,Electronics,The Girl with the Dragon Tattoo by Stieg Larsson,1,231.07,231.07,North America,Credit Card
10774,2024-02-29,Clothing,Where the Crawdads Sing by Delia Owens,1,29.88,29.88,Asia,Debit Card
10775,2024-06-09,Home Appliances,Fitbit Versa 3,4,377.1,1508.4,Asia,PayPal
10776,2024-01-12,Home Appliances,Dune by Frank Herbert,2,33.89,67.78,North America,Credit Card
10777,2024-01-24,Beauty Products,Keurig K-Elite Coffee Maker,3,7.25,21.75,Asia,PayPal
10778,2024-07-10,Electronics,Dyson V8 Absolute,1,265.09,265.09,North America,Credit Card
10779,2024-01-16,Beauty Products,Nike Metcon 6,1,381.65,381.65,Asia,Debit Card
10780,2024-05-30,Clothing,Uniqlo Airism Mesh Boxer Briefs,1,31.44,31.44,Asia,Credit Card
10781,2024-07-05,Beauty Products,Logitech G Pro X Wireless Gaming Headset,1,148.43,148.43,Asia,PayPal
10782,2024-06-16,Home Appliances,The Art of War by Sun Tzu,4,652.38,2609.52,Europe,Credit Card
10783,2024-06-21,Sports,La Mer Crème de la Mer Moisturizer,3,101.15,303.45000000000005,Asia,PayPal
10784,2024-02-13,Sports,The Silent Patient by Alex Michaelides,3,6.66,19.98,Asia,PayPal
10785,2024-07-18,Electronics,Apple TV 4K,3,378.87,1136.6100000000001,Europe,PayPal
10786,2024-08-14,Sports,Old Navy Mid-Rise Rockstar Super Skinny Jeans,2,6.56,13.12,North America,PayPal
10787,2024-08-19,Beauty Products,Adidas Originals Trefoil Hoodie,2,144.29,288.58,Asia,PayPal
10788,2024-02-17,Beauty Products,Olay Regenerist Face Cream,3,498.08,1494.24,Asia,PayPal
10789,2024-05-30,Sports,The Sun Also Rises by Ernest Hemingway,3,230.49,691.47,Asia,Credit Card
10790,2024-01-14,Electronics,Nike Air Force 1,3,49.7,149.10000000000002,North America,PayPal
10791,2024-06-02,Beauty Products,Paula's Choice Skin Perfecting 2% BHA Liquid Exfoliant,4,71.97,287.88,Europe,Credit Card
10792,2024-08-15,Beauty Products,Anova Precision Oven,3,45.95,137.85000000000002,Europe,Credit Card
10793,2024-06-10,Sports,The Art of War by Sun Tzu,1,8.52,8.52,Europe,Credit Card
10794,2024-05-21,Clothing,H&M Slim Fit Jeans,4,107.03,428.12,Europe,PayPal
10795,2024-04-04,Beauty Products,Sapiens: A Brief History of Humankind by Yuval Noah Harari,4,145.98,583.92,Europe,Credit Card
10796,2024-04-24,Beauty Products,Hamilton Beach FlexBrew Coffee Maker,1,28.96,28.96,North America,Credit Card
10797,2024-02-07,Beauty Products,Under Armour HeatGear T-Shirt,1,1125.62,1125.62,North America,Credit Card
10798,2024-03-26,Sports,Titleist Pro V1 Golf Balls,2,79.37,158.74,Asia,Debit Card
10799,2024-04-20,Books,Under Armour Tech 2.0 T-Shirt,2,231.16,462.32,Asia,PayPal
10800,2024-03-21,Sports,Philips Airfryer XXL,1,152.49,152.49,Europe,Credit Card
10801,2024-01-26,Home Appliances,Manduka PRO Yoga Mat,2,275.97,551.94,North America,Credit Card
10802,2024-05-06,Home Appliances,YETI Tundra 45 Cooler,2,1324.95,2649.9,Europe,PayPal
10803,2024-05-02,Clothing,The Girl with the Dragon Tattoo by Stieg Larsson,4,27.48,109.92,Europe,PayPal
10804,2024-05-14,Electronics,Apple TV 4K,1,46.78,46.78,Europe,Debit Card
10805,2024-05-31,Home Appliances,Levi's 511 Slim Fit Jeans,2,126.57,253.14,North America,Credit Card
10806,2024-07-21,Electronics,Logitech G Pro X Wireless Gaming Headset,2,87.56,175.12,North America,PayPal
10807,2024-02-22,Electronics,Sunday Riley Good Genes,1,76.23,76.23,North America,Credit Card
10808,2024-02-16,Sports,KitchenAid Artisan Stand Mixer,3,53.09,159.27,Asia,Credit Card
10809,2024-01-06,Home Appliances,Neutrogena Skincare Set,4,857.83,3431.32,Asia,Credit Card
10810,2024-01-14,Electronics,MAC Ruby Woo Lipstick,1,16.92,16.92,Europe,PayPal
10811,2024-07-22,Books,Uniqlo Airism Mesh Boxer Briefs,1,176.47,176.47,Europe,Debit Card
10812,2024-03-20,Beauty Products,Breville Smart Oven,4,440.24,1760.96,Asia,Credit Card
10813,2024-06-11,Beauty Products,Hydro Flask Wide Mouth Water Bottle,4,7.23,28.92,Asia,Debit Card
10814,2024-04-06,Electronics,KitchenAid Stand Mixer,3,665.78,1997.34,Europe,PayPal
10815,2024-08-21,Sports,Adidas Originals Trefoil Hoodie,1,48.3,48.3,Asia,Credit Card
